player_id,score,username,user_url,user_stats_url,country,location,joined,status,is_streamer,chess_blitz_last_rating,chess_blitz_last_date,chess_blitz_best_rating,chess_blitz_best_date,chess_blitz_record_win,chess_blitz_record_loss,chess_blitz_record_draw,chess_bullet_last_rating,chess_bullet_last_date,chess_bullet_best_rating,chess_bullet_best_date,chess_bullet_record_win,chess_bullet_record_loss,chess_bullet_record_draw,chess_daily_last_rating,chess_daily_last_date,chess_daily_best_rating,chess_daily_best_date,chess_daily_record_win,chess_daily_record_loss,chess_daily_record_draw,chess_rapid_last_rating,chess_rapid_last_date,chess_rapid_best_rating,chess_rapid_best_date,chess_rapid_record_win,chess_rapid_record_loss,chess_rapid_record_draw,tactics_highest_rating,tactics_highest_date,lessons_highest_rating,lessons_highest_date,puzzle_rush_best_total_attempts,puzzle_rush_best_score,puzzle_rush_daily_total_attempts,puzzle_rush_daily_score
56499028,45,john111129,https://api.chess.com/pub/player/John111129,https://api.chess.com/pub/player/John111129/stats,CN,,2019/01/25,premium,False,1463,2020/08/17,1463,2020/08/17,101,56,3,1017,2020/05/03,1085,2019/10/03,22,21,0,,,,,,,,864,2020/05/20,1052,2019/03/08,5,8,0,2477,2019/10/10,1537,2019/04/03,54,51,48,45
18246510,42,mikhail_golubev,https://api.chess.com/pub/player/Mikhail_Golubev,https://api.chess.com/pub/player/Mikhail_Golubev/stats,UA,Odessa,2014/07/27,premium,False,2559,2020/08/18,2640,2019/08/02,1343,1152,254,2189,2020/08/03,2250,2020/04/26,412,191,39,400,2018/04/04,,,0,1,0,2166,2020/08/14,2240,2020/03/01,17,11,8,3000,2020/08/18,,,69,66,43,40
15770,42,shyam,https://api.chess.com/pub/player/shyam,https://api.chess.com/pub/player/shyam/stats,IN,indiatamilnadu,2007/07/30,premium,False,2787,2020/07/02,2787,2020/07/02,652,482,104,2702,2020/06/21,2702,2020/06/21,108,58,8,400,2018/12/26,,,0,3,0,2080,2020/07/06,2080,2020/07/03,3,3,4,2980,2020/04/03,,,55,52,45,42
57576576,41,duskycliff,https://api.chess.com/pub/player/DuskyCliff,https://api.chess.com/pub/player/DuskyCliff/stats,CA,,2019/02/19,premium,False,2370,2020/08/12,2559,2020/04/21,704,559,129,2527,2020/04/30,2527,2020/04/30,348,229,46,,,,,,,,,,,,,,,1615,2020/08/18,,,51,48,44,41
26867272,40,jospem,https://api.chess.com/pub/player/Jospem,https://api.chess.com/pub/player/Jospem/stats,PE,Lima,2016/02/22,premium,True,2951,2020/08/18,3032,2020/08/15,3914,3237,715,2828,2020/08/18,2937,2020/08/11,1532,1343,203,827,2017/06/25,1200,2016/02/22,1,1,0,2507,2020/07/26,2744,2020/05/15,13,4,4,3383,2020/05/22,2156,2018/12/08,65,62,58,55
78269196,36,juanarmandorohl,https://api.chess.com/pub/player/juanarmandorohl,https://api.chess.com/pub/player/juanarmandorohl/stats,VE,Caracas,2020/04/30,premium,False,2530,2020/05/29,2566,2020/05/27,19,9,4,2401,2020/07/29,2401,2020/07/29,10,4,0,,,,,,,,,,,,,,,2812,2020/06/15,,,42,39,42,39
15921354,35,brainonfire,https://api.chess.com/pub/player/BrainOnFire,https://api.chess.com/pub/player/BrainOnFire/stats,US,Michigan,2014/02/05,basic,False,2031,2020/06/12,2040,2020/06/11,657,482,49,1639,2020/06/09,1687,2020/03/26,325,275,27,1776,2020/01/16,1825,2016/09/09,5,2,1,1796,2020/06/19,1878,2017/07/13,22,12,5,1985,2020/08/07,2116,2016/06/30,43,40,38,35
58925216,33,ducksgokwok,https://api.chess.com/pub/player/ducksgokwok,https://api.chess.com/pub/player/ducksgokwok/stats,SG,,2019/03/24,basic,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,2019/06/24,,,40,37,36,33
23123274,32,nico3012,https://api.chess.com/pub/player/Nico3012,https://api.chess.com/pub/player/Nico3012/stats,DE,,2015/07/06,premium,False,1918,2020/06/12,2070,2019/04/18,582,509,54,,,,,,,,1546,2018/08/29,1546,2018/08/29,7,0,1,,,,,,,,2209,2018/06/14,1849,2015/12/22,42,39,34,32
49347250,31,mijail11,https://api.chess.com/pub/player/Mijail11,https://api.chess.com/pub/player/Mijail11/stats,MX,,2018/09/01,basic,False,2275,2020/08/13,2320,2020/05/24,315,129,10,2061,2020/08/13,2075,2020/05/06,153,56,9,,,,,,,,1846,2020/04/22,1891,2019/09/26,24,6,1,2711,2020/08/18,,,42,39,34,31
21543604,31,thebowtieclub,https://api.chess.com/pub/player/TheBowtieClub,https://api.chess.com/pub/player/TheBowtieClub/stats,SG,,2015/03/16,premium,False,2256,2020/08/09,2275,2020/07/22,183,142,23,2105,2020/05/05,2105,2020/05/05,42,19,6,949,2020/03/13,1200,2015/03/16,1,0,0,1572,2020/06/01,1572,2020/06/01,3,0,0,2403,2020/02/23,,,42,40,38,35
29632592,30,riazanets,https://api.chess.com/pub/player/Riazanets,https://api.chess.com/pub/player/Riazanets/stats,RU,Кемерово,2016/08/25,basic,False,2354,2020/07/08,2436,2019/09/11,592,458,74,2218,2018/01/27,2321,2017/09/01,43,21,3,,,,,,,,,,,,,,,2989,2020/07/14,,,58,55,33,30
27125802,30,piggyguy,https://api.chess.com/pub/player/piggyguy,https://api.chess.com/pub/player/piggyguy/stats,US,California,2016/03/07,basic,False,1683,2020/07/28,1924,2019/02/11,2014,1837,146,1430,2020/06/22,1726,2018/08/21,416,373,36,1612,2019/03/19,1742,2019/03/16,28,21,0,1485,2019/09/24,1570,2018/07/13,6,2,1,2553,2020/08/06,1299,2019/02/02,37,36,33,30
18153784,30,abcak,https://api.chess.com/pub/player/abcak,https://api.chess.com/pub/player/abcak/stats,US,Boston,2014/07/20,basic,False,2032,2020/08/09,2150,2019/05/07,587,455,53,1939,2020/03/30,2038,2020/03/30,31,22,4,1958,2016/08/17,2032,2016/01/04,78,56,9,2110,2015/11/20,1858,2015/01/23,11,1,0,2739,2020/02/07,2268,2014/08/04,42,40,33,30
10018936,30,chaotiic,https://api.chess.com/pub/player/chaotiic,https://api.chess.com/pub/player/chaotiic/stats,PR,las piedras,2012/12/14,premium,False,1807,2020/07/17,1907,2018/10/19,197,99,17,1621,2020/08/09,1739,2019/06/04,859,672,77,1953,2019/11/04,2032,2019/05/26,29,8,0,1823,2020/06/06,1823,2020/06/06,28,9,2,2578,2019/11/10,2399,2020/01/12,50,47,33,30
88910892,29,arzamast_av,https://api.chess.com/pub/player/arzamast_av,https://api.chess.com/pub/player/arzamast_av/stats,RU,,2020/08/12,basic,False,1632,2020/08/18,1632,2020/08/18,27,2,1,590,2020/08/14,590,2020/08/14,1,0,0,,,,,,,,,,,,,,,477,2020/08/18,,,30,29,30,29
