player_id,score,username,user_url,user_stats_url,country,location,joined,status,is_streamer,chess_blitz_last_rating,chess_blitz_last_date,chess_blitz_best_rating,chess_blitz_best_date,chess_blitz_record_win,chess_blitz_record_loss,chess_blitz_record_draw,chess_bullet_last_rating,chess_bullet_last_date,chess_bullet_best_rating,chess_bullet_best_date,chess_bullet_record_win,chess_bullet_record_loss,chess_bullet_record_draw,chess_daily_last_rating,chess_daily_last_date,chess_daily_best_rating,chess_daily_best_date,chess_daily_record_win,chess_daily_record_loss,chess_daily_record_draw,chess_rapid_last_rating,chess_rapid_last_date,chess_rapid_best_rating,chess_rapid_best_date,chess_rapid_record_win,chess_rapid_record_loss,chess_rapid_record_draw,tactics_highest_rating,tactics_highest_date,lessons_highest_rating,lessons_highest_date,puzzle_rush_best_total_attempts,puzzle_rush_best_score,puzzle_rush_daily_total_attempts,puzzle_rush_daily_score
56499028,45,john111129,https://api.chess.com/pub/player/John111129,https://api.chess.com/pub/player/John111129/stats,CN,,2019/01/25,premium,False,1463,2020/08/17,1463,2020/08/17,101,56,3,1017,2020/05/03,1085,2019/10/03,22,21,0,,,,,,,,864,2020/05/20,1052,2019/03/08,5,8,0,2477,2019/10/10,1537,2019/04/03,54,51,48,45
15770,42,shyam,https://api.chess.com/pub/player/shyam,https://api.chess.com/pub/player/shyam/stats,IN,indiatamilnadu,2007/07/30,premium,False,2787,2020/07/02,2787,2020/07/02,652,482,104,2702,2020/06/21,2702,2020/06/21,108,58,8,400,2018/12/26,,,0,3,0,2080,2020/07/06,2080,2020/07/03,3,3,4,2980,2020/04/03,,,55,52,45,42
57576576,41,duskycliff,https://api.chess.com/pub/player/DuskyCliff,https://api.chess.com/pub/player/DuskyCliff/stats,CA,,2019/02/19,premium,False,2370,2020/08/12,2559,2020/04/21,704,559,129,2527,2020/04/30,2527,2020/04/30,348,229,46,,,,,,,,,,,,,,,1615,2020/08/18,,,51,48,44,41
26867272,40,jospem,https://api.chess.com/pub/player/Jospem,https://api.chess.com/pub/player/Jospem/stats,PE,Lima,2016/02/22,premium,True,2951,2020/08/18,3032,2020/08/15,3914,3237,715,2828,2020/08/18,2937,2020/08/11,1532,1343,203,827,2017/06/25,1200,2016/02/22,1,1,0,2507,2020/07/26,2744,2020/05/15,13,4,4,3383,2020/05/22,2156,2018/12/08,65,62,58,55
78269196,36,juanarmandorohl,https://api.chess.com/pub/player/juanarmandorohl,https://api.chess.com/pub/player/juanarmandorohl/stats,VE,Caracas,2020/04/30,premium,False,2530,2020/05/29,2566,2020/05/27,19,9,4,2401,2020/07/29,2401,2020/07/29,10,4,0,,,,,,,,,,,,,,,2812,2020/06/15,,,42,39,42,39
58925216,33,ducksgokwok,https://api.chess.com/pub/player/ducksgokwok,https://api.chess.com/pub/player/ducksgokwok/stats,SG,,2019/03/24,basic,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,2019/06/24,,,40,37,36,33
29632592,30,riazanets,https://api.chess.com/pub/player/Riazanets,https://api.chess.com/pub/player/Riazanets/stats,RU,Кемерово,2016/08/25,basic,False,2354,2020/07/08,2436,2019/09/11,592,458,74,2218,2018/01/27,2321,2017/09/01,43,21,3,,,,,,,,,,,,,,,2989,2020/07/14,,,58,55,33,30
27125802,30,piggyguy,https://api.chess.com/pub/player/piggyguy,https://api.chess.com/pub/player/piggyguy/stats,US,California,2016/03/07,basic,False,1683,2020/07/28,1924,2019/02/11,2014,1837,146,1430,2020/06/22,1726,2018/08/21,416,373,36,1612,2019/03/19,1742,2019/03/16,28,21,0,1485,2019/09/24,1570,2018/07/13,6,2,1,2553,2020/08/06,1299,2019/02/02,37,36,33,30
18153784,30,abcak,https://api.chess.com/pub/player/abcak,https://api.chess.com/pub/player/abcak/stats,US,Boston,2014/07/20,basic,False,2032,2020/08/09,2150,2019/05/07,587,455,53,1939,2020/03/30,2038,2020/03/30,31,22,4,1958,2016/08/17,2032,2016/01/04,78,56,9,2110,2015/11/20,1858,2015/01/23,11,1,0,2739,2020/02/07,2268,2014/08/04,42,40,33,30
10018936,30,chaotiic,https://api.chess.com/pub/player/chaotiic,https://api.chess.com/pub/player/chaotiic/stats,PR,las piedras,2012/12/14,premium,False,1807,2020/07/17,1907,2018/10/19,197,99,17,1621,2020/08/09,1739,2019/06/04,859,672,77,1953,2019/11/04,2032,2019/05/26,29,8,0,1823,2020/06/06,1823,2020/06/06,28,9,2,2578,2019/11/10,2399,2020/01/12,50,47,33,30
87373000,28,itsachess,https://api.chess.com/pub/player/Itsachess,https://api.chess.com/pub/player/Itsachess/stats,AU,,2020/07/23,premium,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283,2020/08/16,,,34,33,31,28
46912570,28,andrewpalych,https://api.chess.com/pub/player/AndrewPalych,https://api.chess.com/pub/player/AndrewPalych/stats,RU,,2018/06/08,basic,False,1777,2020/07/27,1902,2019/06/20,108,32,7,,,,,,,,,,,,,,,1778,2020/05/26,1832,2019/07/10,127,29,5,2576,2020/03/16,800,2018/09/01,34,32,31,28
40511172,28,squidbones,https://api.chess.com/pub/player/squidbones,https://api.chess.com/pub/player/squidbones/stats,US,,2017/11/18,premium,False,1806,2020/05/27,1806,2020/05/27,1333,1140,151,1610,2020/08/12,1620,2020/08/07,2542,2279,165,,,,,,,,1809,2018/09/09,1809,2018/09/09,5,0,0,2662,2020/08/03,1938,2018/09/26,36,34,33,31
38041432,28,eric_zhihao,https://api.chess.com/pub/player/eric_zhihao,https://api.chess.com/pub/player/eric_zhihao/stats,CN,,2017/08/22,basic,False,1864,2020/05/05,1878,2020/01/14,27,15,2,1742,2020/02/18,1751,2020/01/20,13,5,2,,,,,,,,1974,2020/06/13,2002,2020/06/13,2,0,2,1359,2017/11/11,,,36,33,31,28
30775208,28,dwangdx,https://api.chess.com/pub/player/dwangdx,https://api.chess.com/pub/player/dwangdx/stats,US,,2016/11/06,premium,False,1798,2020/08/15,1798,2020/08/15,1678,1574,123,,,,,,,,,,,,,,,1631,2020/08/13,1665,2020/07/09,61,46,5,2360,2020/07/24,1860,2018/05/05,33,30,30,28
17913684,28,ratatatatata,https://api.chess.com/pub/player/ratatatatata,https://api.chess.com/pub/player/ratatatatata/stats,XX,,2014/07/02,basic,False,1814,2020/08/16,1893,2020/02/20,2096,1980,160,,,,,,,,1317,2015/08/02,1317,2015/08/02,1,0,0,1614,2020/06/15,1694,2019/10/23,55,51,8,2328,2020/04/25,,,38,35,31,28
81018288,27,alex210154,https://api.chess.com/pub/player/Alex210154,https://api.chess.com/pub/player/Alex210154/stats,RU,,2020/05/30,premium,False,1751,2020/08/18,1849,2020/07/03,568,494,34,,,,,,,,,,,,,,,,,,,,,,2276,2020/05/31,,,31,30,30,27
79357758,27,holysingleton,https://api.chess.com/pub/player/HolySingleton,https://api.chess.com/pub/player/HolySingleton/stats,US,,2020/05/13,basic,False,1652,2020/08/15,1652,2020/08/15,6,2,0,1512,2020/08/17,1652,2020/05/14,80,73,3,,,,,,,,,,,,,,,1897,2020/08/18,,,32,29,30,27
34351876,27,marsh-3000,https://api.chess.com/pub/player/marsh-3000,https://api.chess.com/pub/player/marsh-3000/stats,RU,,2017/03/29,premium,False,2069,2020/08/16,2200,2019/04/30,903,793,70,1937,2020/07/01,2023,2019/10/19,985,953,54,,,,,,,,,,,,,,,2480,2020/07/21,,,53,50,36,34
11451162,27,pitterson,https://api.chess.com/pub/player/pitterson,https://api.chess.com/pub/player/pitterson/stats,JM,,2013/04/08,premium,False,2277,2020/08/12,2466,2020/06/16,34,24,2,,,,,,,,,,,,,,,2672,2020/08/12,2672,2013/05/10,2,0,0,2329,2016/07/08,2102,2019/04/11,32,29,28,27
44414266,26,rpm549,https://api.chess.com/pub/player/rpm549,https://api.chess.com/pub/player/rpm549/stats,US,,2018/03/18,premium,False,1708,2020/08/07,1852,2020/07/01,181,149,21,1644,2020/07/29,1826,2018/04/18,144,118,16,,,,,,,,1251,2018/04/12,1406,2018/04/07,1,1,0,1970,2020/08/17,,,39,36,29,26
36823836,26,hanjukuren,https://api.chess.com/pub/player/Hanjukuren,https://api.chess.com/pub/player/Hanjukuren/stats,US,,2017/07/05,premium,False,2048,2020/07/29,2109,2018/10/25,2166,2016,121,1488,2020/08/18,1844,2019/01/31,10554,10459,155,,,,,,,,,,,,,,,2318,2019/04/19,1952,2019/01/13,45,42,31,28
55172374,25,maiasvn,https://api.chess.com/pub/player/MaiaSvN,https://api.chess.com/pub/player/MaiaSvN/stats,PH,,2018/12/27,basic,False,1725,2020/08/18,1938,2019/02/04,920,842,42,1320,2020/08/18,1511,2020/06/15,1231,1194,50,,,,,,,,,,,,,,,1907,2020/08/15,1171,2019/01/17,32,29,28,25
2253510,25,abadonexterminador,https://api.chess.com/pub/player/AbadonExterminador,https://api.chess.com/pub/player/AbadonExterminador/stats,XX,Abadón,2009/10/25,premium,False,1664,2020/08/18,1664,2020/08/18,7014,7479,692,,,,,,,,1519,2020/04/12,1574,2020/04/07,6,3,3,1567,2020/07/19,1652,2017/05/06,853,873,102,1936,2011/07/09,1723,2018/08/19,32,29,30,27
17770078,25,olio3,https://api.chess.com/pub/player/olio3,https://api.chess.com/pub/player/olio3/stats,AU,qld,2014/06/20,premium,False,1443,2020/08/18,1623,2019/11/13,10321,10150,581,,,,,,,,1499,2019/11/18,1656,2014/11/01,27,18,2,,,,,,,,2217,2020/07/29,1909,2017/12/05,30,29,28,26
62146094,24,billygomez1507,https://api.chess.com/pub/player/billygomez1507,https://api.chess.com/pub/player/billygomez1507/stats,VE,,2019/06/10,basic,False,1953,2020/08/15,2034,2020/04/12,222,157,21,1774,2020/08/18,1774,2020/08/18,156,111,8,1768,2020/06/13,1768,2020/06/13,6,0,0,,,,,,,,2296,2020/01/16,974,2019/09/15,32,30,27,24
