player_id,score,username,user_url,user_stats_url,country,location,joined,status,is_streamer,chess_blitz_last_rating,chess_blitz_last_date,chess_blitz_best_rating,chess_blitz_best_date,chess_blitz_record_win,chess_blitz_record_loss,chess_blitz_record_draw,chess_bullet_last_rating,chess_bullet_last_date,chess_bullet_best_rating,chess_bullet_best_date,chess_bullet_record_win,chess_bullet_record_loss,chess_bullet_record_draw,chess_daily_last_rating,chess_daily_last_date,chess_daily_best_rating,chess_daily_best_date,chess_daily_record_win,chess_daily_record_loss,chess_daily_record_draw,chess_rapid_last_rating,chess_rapid_last_date,chess_rapid_best_rating,chess_rapid_best_date,chess_rapid_record_win,chess_rapid_record_loss,chess_rapid_record_draw,tactics_highest_rating,tactics_highest_date,lessons_highest_rating,lessons_highest_date,puzzle_rush_best_total_attempts,puzzle_rush_best_score,puzzle_rush_daily_total_attempts,puzzle_rush_daily_score
56499028,45,john111129,https://api.chess.com/pub/player/John111129,https://api.chess.com/pub/player/John111129/stats,CN,,2019/01/25,premium,False,1463,2020/08/17,1463,2020/08/17,101,56,3,1017,2020/05/03,1085,2019/10/03,22,21,0,,,,,,,,864,2020/05/20,1052,2019/03/08,5,8,0,2477,2019/10/10,1537,2019/04/03,54,51,48,45
57576576,41,duskycliff,https://api.chess.com/pub/player/DuskyCliff,https://api.chess.com/pub/player/DuskyCliff/stats,CA,,2019/02/19,premium,False,2370,2020/08/12,2559,2020/04/21,704,559,129,2527,2020/04/30,2527,2020/04/30,348,229,46,,,,,,,,,,,,,,,1615,2020/08/18,,,51,48,44,41
26867272,37,jospem,https://api.chess.com/pub/player/Jospem,https://api.chess.com/pub/player/Jospem/stats,PE,Lima,2016/02/22,premium,True,2951,2020/08/18,3032,2020/08/15,3914,3237,715,2828,2020/08/18,2937,2020/08/11,1532,1343,203,827,2017/06/25,1200,2016/02/22,1,1,0,2507,2020/07/26,2744,2020/05/15,13,4,4,3383,2020/05/22,2156,2018/12/08,65,62,58,55
78269196,35,juanarmandorohl,https://api.chess.com/pub/player/juanarmandorohl,https://api.chess.com/pub/player/juanarmandorohl/stats,VE,Caracas,2020/04/30,premium,False,2530,2020/05/29,2566,2020/05/27,19,9,4,2401,2020/07/29,2401,2020/07/29,10,4,0,,,,,,,,,,,,,,,2812,2020/06/15,,,42,39,42,39
58925216,33,ducksgokwok,https://api.chess.com/pub/player/ducksgokwok,https://api.chess.com/pub/player/ducksgokwok/stats,SG,,2019/03/24,basic,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,2019/06/24,,,40,37,36,33
29632592,30,riazanets,https://api.chess.com/pub/player/Riazanets,https://api.chess.com/pub/player/Riazanets/stats,RU,Кемерово,2016/08/25,basic,False,2354,2020/07/08,2436,2019/09/11,592,458,74,2218,2018/01/27,2321,2017/09/01,43,21,3,,,,,,,,,,,,,,,2989,2020/07/14,,,58,55,33,30
18153784,30,abcak,https://api.chess.com/pub/player/abcak,https://api.chess.com/pub/player/abcak/stats,US,Boston,2014/07/20,basic,False,2032,2020/08/09,2150,2019/05/07,587,455,53,1939,2020/03/30,2038,2020/03/30,31,22,4,1958,2016/08/17,2032,2016/01/04,78,56,9,2110,2015/11/20,1858,2015/01/23,11,1,0,2739,2020/02/07,2268,2014/08/04,42,40,33,30
10018936,30,chaotiic,https://api.chess.com/pub/player/chaotiic,https://api.chess.com/pub/player/chaotiic/stats,PR,las piedras,2012/12/14,premium,False,1807,2020/07/17,1907,2018/10/19,197,99,17,1621,2020/08/09,1739,2019/06/04,859,672,77,1953,2019/11/04,2032,2019/05/26,29,8,0,1823,2020/06/06,1823,2020/06/06,28,9,2,2578,2019/11/10,2399,2020/01/12,50,47,33,30
40511172,28,squidbones,https://api.chess.com/pub/player/squidbones,https://api.chess.com/pub/player/squidbones/stats,US,,2017/11/18,premium,False,1806,2020/05/27,1806,2020/05/27,1333,1140,151,1610,2020/08/12,1620,2020/08/07,2542,2279,165,,,,,,,,1809,2018/09/09,1809,2018/09/09,5,0,0,2662,2020/08/03,1938,2018/09/26,36,34,33,31
38041432,28,eric_zhihao,https://api.chess.com/pub/player/eric_zhihao,https://api.chess.com/pub/player/eric_zhihao/stats,CN,,2017/08/22,basic,False,1864,2020/05/05,1878,2020/01/14,27,15,2,1742,2020/02/18,1751,2020/01/20,13,5,2,,,,,,,,1974,2020/06/13,2002,2020/06/13,2,0,2,1359,2017/11/11,,,36,33,31,28
